,Id,Date,Text,State
53719,643570497557434368,2015-09-14,"['becoming', 'dessert', 'major', 'rage', 'largely', 'control', 'climatechange']",Texas
53796,643569176364249088,2015-09-14,['prayforrain'],California
53842,643567692750848000,2015-09-14,"['northern', 'firefighters', 'lose', 'homes', 'blaze', 'latest', 'raging', 'droughtstricken']",California
54225,643556412543496192,2015-09-14,"['killed', 'displaced', 'valley', 'northern', 'water', 'drop', 'aircraft']",California
54308,643554144658128896,2015-09-14,"['killed', 'displaced', 'raging', 'valley', 'northern', 'r', 'aircraft']",California
55201,643530677015683072,2015-09-14,"['valley', 'dramatic', 'photos', 'deadly', 'north', 'bay', 'blaze', 'two', 'fastestburning', 'decades']",California
55850,643515113593569282,2015-09-14,"['crews', 'create', 'line', 'stop', 'advancing', 'near', 'middletown', 'valleyfire']",California
56128,643508547951718400,2015-09-14,"['hearts', 'thoughts', 'go', 'lost', 'homes', 'recent', 'calfire']",California
56425,643502118473699329,2015-09-14,"['edge', 'near', 'middletown', 'valleyfire']",California
56622,643498219079606273,2015-09-14,"['burn', 'hundreds', 'homes', 'thousands', 'northern', 'fled', 'lives', 'raging']",Wisconsin
57303,643493236565254144,2015-09-14,"['thank', 'skies', 'bringing', 'rain', 'help', 'reduce', 'bring', 'little', 'life', 'trees']",California
57953,643482955432591362,2015-09-14,"['signage', 'meant', 'home', 'forlorn', 'valleyfire']",California
58525,643477881947983872,2015-09-14,"['yes', 'well', 'take', 'anything', 'praying', 'moisture', 'falls', 'today']",California
58848,643475348240207872,2015-09-14,"['middletown', 'calif', 'ap', 'state', 'officials', 'displaced', 'massive', 'sweeping', 'northern']",California
59714,643461784460857344,2015-09-14,"['bbc', 'news', 'governor', 'declares', 'state', 'emergency']",Texas
59827,643459432219672576,2015-09-14,"['destroyed', 'homes', 'north', 'san', 'fran', 'moving', 'fast', 'didnt', 'even', 'time', 'put', 'shoes']",Colorado
59853,643459136215236608,2015-09-14,"['firefighters', 'battle', 'huge', 'usa', 'tucker']",England
60079,643455047477653509,2015-09-14,"['declares', 'state', 'emergency']",Georgia
60334,643447925985546240,2015-09-14,"['reveal', 'artifacts', 'state', 'officials', 'working', 'stop', 'looters', 'fouryear', 'drought']",California
60651,643438334849609729,2015-09-14,"['latest', 'homes', 'destroyed', 'latest', 'raging', 'droughtstricken']",North Carolina
60864,643433342860333056,2015-09-14,[],Utah
60973,643430174092976128,2015-09-14,"['video', 'diver', 'films', 'escape', 'blazing', 'town']",California
61018,643428729729904641,2015-09-14,"['valley', 'butte', 'force', 'thousands', 'evacuations']",North Carolina
61185,643425281965854720,2015-09-14,"['sad', 'people', 'whose', 'homes', 'cars', 'destroyed', 'thoughts', 'prayers']",Washington
61216,643424703688798208,2015-09-14,"['valley', 'spreads', 'three', 'counties', 'burns', 'acres']",California
61518,643418710493933568,2015-09-14,"['governor', 'declares', 'state', 'emergency']",California
61731,643409678781784064,2015-09-14,"['pray', 'victims', 'thousands', 'people', 'lost', 'homes', 'pets']",North Carolina
61942,643401498727026688,2015-09-14,"['hundreds', 'homes', 'burned', 'ground']",Indiana
62430,643389367394799616,2015-09-14,"['hundreds', 'homes', 'go', 'flames', 'thousands', 'northern', 'fled', 'lives']",Wisconsin
62517,643385935074299904,2015-09-14,"['raging', 'across', 'northern', 'killed', 'least', 'one', 'person']",Pennsylvania
62677,643378919245090816,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62682,643378791683784705,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62686,643378522157780996,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62690,643378355719397376,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62691,643378346970189824,2015-09-14,"['coming', 'next', 'one', 'person', 'dead', 'continue', 'threaten', 'hundreds', 'homes']",Mississippi
62703,643377769166929922,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62707,643377675529158656,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62708,643377597447991296,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62717,643377345244454912,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62719,643377272540364800,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62722,643377156169437185,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62723,643377057645228033,2015-09-14,"['governor', 'declares', 'state', 'emergency']",Hidalgo
62750,643375442968244224,2015-09-14,"['explodes', 'acres']",Hidalgo
62756,643375227221643269,2015-09-14,"['explodes', 'acres']",Hidalgo
62905,643370957827129344,2015-09-14,"['watch', 'state', 'emergency', 'declared']",Gauteng
63325,643350177105903616,2015-09-14,"['state', 'emergency', 'declared', 'rage']",محافظة الظاهرة
63625,643347653552676864,2015-09-14,"['valleyfire', 'update', 'least', 'homes', 'businesses', 'destroyed']",New Jersey
64113,643331983104327680,2015-09-14,"['historic', 'pacific', 'nw', 'dry', 'season', 'continue', 'least', 'months', 'cadrought']",California
64357,643316301725859840,2015-09-14,"['governor', 'declares', 'state', 'emergency']",England
64852,643291916763799552,2015-09-14,"['thousands', 'evacuated', 'sweep']",Florida
65153,643279005290893312,2015-09-14,"['heart', 'goes', 'everyone', 'affected', 'im', 'sending', 'guys', 'blankets']",Washington
65181,643278283912548353,2015-09-14,"['latest', 'destroys', 'homes', 'businesses', 'latest', 'barreling']",Arizona
65614,643265210363588608,2015-09-14,"['amazing', 'seeing', 'morphing', 'barren', 'wasteland', 'water', 'supply', 'massive', 'millions', 'people', 'crazy', 'stuff']",New York
65630,643264179697127425,2015-09-14,"['valley', 'grows', 'acres', 'continues', 'burn', 'unchecked', 'two', 'fastestburning']",California
65701,643261326756675584,2015-09-14,"['moving', 'fast', 'scorches', 'community', 'norcal']",California
65723,643260513325944832,2015-09-14,"['information', 'giving', 'getting', 'help', 'confusion', 'around', 'destructive', 'valley']",California
65854,643256199840792576,2015-09-14,"['still', 'burning', 'fast', 'moving', 'flames', 'cant', 'stopped']",California
66169,643249837220212736,2015-09-14,"['nothing', 'burned', 'houses', 'residents', 'flee', 'homes', 'calif', 'rage']",California
66516,643240123002408960,2015-09-14,"['governor', 'declares', 'state', 'emergency', 'thoughts', 'prayers', 'x']",England
66649,643237694814978048,2015-09-14,"['homes', 'destroyed', 'fastestburning', 'decades', 'yahoo', 'news', 'canada']",Québec
66664,643237282175131648,2015-09-14,"['residents', 'fleeing', 'valleyfire', 'tell', 'harrowing', 'stories', 'quickly', 'took', 'towns']",California
68572,643190163418451969,2015-09-13,"['cas', 'destructive', 'emergency', 'declaration', 'theyve', 'prompted']",California
69080,643177537649160195,2015-09-13,"['thousands', 'evacuated', 'sweep']",województwo łódzkie
69342,643174213566758912,2015-09-13,"['officials', 'give', 'update', 'raging']",New Jersey
69505,643170243796332544,2015-09-13,"['prompt', 'evacuations', 'emergency', 'declaration', 'cadrought', 'cafire', 'buttefire', 'valleyfire']",California
69516,643169805361524736,2015-09-13,"['declares', 'state', 'emergency', 'grow']",Nevada
69709,643165526642921472,2015-09-13,"['thousands', 'flee', 'infernos', 'destroy', 'homes']",Texas
69750,643163714481319936,2015-09-13,"['flights', 'delayed', 'reminder', 'much', 'worse', 'things', 'could', 'entire', 'towns', 'destroyed', 'morning']",Oregon
69867,643161029707345921,2015-09-13,"['middletown', 'suffers', 'devastating', 'blow', 'wireless', 'cameras', 'installation', 'los', 'angeles', 'security']",California
69893,643160033396699137,2015-09-13,"['thousands', 'evacuated', 'sweep', 'future', 'dont', 'actits', 'happening']",Vermont
70013,643156099474952192,2015-09-13,"['emergency', 'oc']",California
70590,643142604977274880,2015-09-13,"['state', 'emergency']",New Jersey
70604,643142114021212160,2015-09-13,"['valley', 'photos', 'dueling']",Florida
70732,643137859713503232,2015-09-13,"['thousands', 'evacuated', 'path', 'two', 'huge', 'raging', 'northern', 'within', 'hours', 'igniting']",California
70783,643136423151833088,2015-09-13,"['wreak', 'havoc', 'force', 'thousands', 'evacuate', 'abc', 'news']",California
71056,643128414027825153,2015-09-13,"['thousands', 'evacuated', 'sweep']",Maryland
71128,643126888857075712,2015-09-13,"['twin', 'destroy', 'homes', 'thousands', 'evacuated', 'within', 'hours', 'igniting', 'burning', 'north']",Texas
71130,643126887120678913,2015-09-13,"['twin', 'destroy', 'homes', 'thousands', 'evacuated', 'within', 'hours', 'igniting', 'burning', 'north']",Texas
71159,643126142510211072,2015-09-13,"['sierra', 'destroys', 'homes', 'threatens', 'residences']",Arusha
71200,643125184812163072,2015-09-13,"['thousands', 'evacuated', 'sweep']",Arusha
71492,643118953078779905,2015-09-13,"['thoughts', 'prayers', 'go', 'whose', 'homes', 'path', 'horrible']",California
71572,643117073221087232,2015-09-13,"['middletown', 'suffers', 'devastating', 'blow', 'small', 'town', 'middletown', 'lake', 'county', 'suffered']",California
72077,643113427573960705,2015-09-13,"['updates', 'gov', 'brown', 'declares', 'state', 'emergency', 'lake', 'napa', 'counties', 'gov']",California
72727,643104245454082049,2015-09-13,"['thousands', 'flee', 'northern']",Noord-Holland
73125,643096695182520320,2015-09-13,"['state', 'emergency', 'declared', 'northern', 'latest', 'barreling']",Colorado
74193,643073029744951297,2015-09-13,"['thousands', 'flee', 'fastmoving', 'explosive', 'raced', 'across', 'several', 'rural', 'communities']",Nevada
74218,643072402386096129,2015-09-13,"['bring', 'destruction', 'residents', 'run', 'lives', 'moving', 'devastating', 'speed', 'left']",California
74373,643069391676944384,2015-09-13,"['explosive', 'surges', 'overnight', 'latest', 'barreling', 'droughtwracked']",North Carolina
74747,643060366570729472,2015-09-13,"['terrible', 'destruction', 'loss', 'thousands', 'flee', 'fastburning', 'erupts']",California
74922,643056049394552832,2015-09-13,"['thousands', 'flee', 'fastmoving', 'explosive', 'raced', 'across', 'several', 'rural', 'communities']",Maryland
74977,643053993866883072,2015-09-13,"['valleyfire', 'passes', 'hiddenvalley', 'hope', 'folks', 'ok']",California
75260,643041326930395136,2015-09-13,"['thousands', 'flee', 'fastmoving', 'cobb', 'calif', 'explosive', 'raging', 'across']",Illinois
75344,643038046888177664,2015-09-13,"['prompt', 'evacuations', 'sent', 'blinkfeed']",Indiana
75593,643027707438039040,2015-09-13,"['thousands', 'flee', 'fastmoving']",California
75800,643017079436742656,2015-09-13,"['federal', 'government', 'helping', 'fight']",New York
77284,642967335142232064,2015-09-13,"['thousands', 'flee', 'fastmoving', 'thousands', 'people', 'rushed', 'escape', 'massive', 'charging']",Nevada
77334,642963474105036800,2015-09-13,"['thousands', 'flee', 'fastmoving', 'explosive', 'raced', 'across', 'several', 'rural', 'communities']",North Carolina
77404,642958209389563904,2015-09-13,"['four', 'firefighters', 'injured', 'northern']",województwo łódzkie
77434,642956504102862848,2015-09-13,"['getting', 'closer', 'bay', 'area']",California
77798,642939320609935361,2015-09-13,"['battle', 'contain']",Noord-Holland
78197,642904944463360000,2015-09-13,"['homes', 'destroyed', 'acre', 'butte', 'containment']",California
78325,642895822028320768,2015-09-13,"['mandatory', 'evacuations', 'expanding', 'dangerous', 'conditions', 'deteriorate', 'multiple', 'burn']",Victoria
78742,642866317620441088,2015-09-13,"['firefighters', 'burned', 'four', 'firefighters', 'injured', 'saturday', 'spread', 'across']",Wisconsin
78813,642859056298860544,2015-09-13,"['sierra', 'destroys', 'homes', 'threatens']",województwo łódzkie
79014,642843165561503744,2015-09-12,"['حرائق', 'هائلة', 'وإخلاء', 'منازل', 'في', 'شمال', 'كاليفورنيا', 'اللهم', 'احفظ', 'ابنائنا', 'المبتعثين', 'وارجعهم', 'الى', 'أهلهم', 'سالمين']",California
79051,642829571293712385,2015-09-12,"['residents', 'flee', 'continue', 'rage']",Texas
79801,642640704921952256,2015-09-12,"['explosive', 'threatens', 'northern', 'mountain', 'towns', 'cafire']",California
79893,642591406876442624,2015-09-12,"['residents', 'flee', 'continue', 'rage', 'climate']",England
79946,642558702466285568,2015-09-12,"['morning', 'ill', 'report', 'piece', 'radio', 'auction', 'shackletons', 'medals']",England
80229,642491424596856832,2015-09-12,"['engine', 'packing', 'going', 'northern', 'northca']",Utah
80353,642468371322109952,2015-09-11,"['mandatory', 'evacuations', 'homes', 'hwy', 'amador', 'county']",California
80379,642459029613088768,2015-09-11,"['national', 'parks', 'kings', 'canyon', 'lodging', 'campgrounds', 'yosemite', 'trails', 'closed']",California
80581,642359587887284224,2015-09-11,"['firefighters', 'taking', 'extra', 'precautions', 'protect', 'sequoia', 'groves', 'ravaging', 'state']",Zulia
81829,641122843288338432,2015-09-08,"['wildfireshopefully', 'years', 'area', 'look', 'greatright', 'nowjust']",California
81861,641089460856320004,2015-09-08,"['true', 'effects', 'drought', 'along', 'hazy', 'sky', 'kmphgreatday']",California
81883,640924025019985920,2015-09-07,"['weather', 'youre', 'preparedwildfires', 'always', 'possible', 'prepared', 'rrupiosafetymsg']",Virginia
82040,639906703195029504,2015-09-04,"['bleakly', 'captivating', 'photos']",Washington
82043,639891670306291714,2015-09-04,"['sublime', 'warnings', 'future', 'bleakly', 'captivating', 'photos', 'devastating', 'photo']",Colorado
82130,639663446674423808,2015-09-04,"['ca', 'prisoners', 'fighting', 'st', 'thought', 'wow', 'nd', 'many', 'get', 'hired', 'firefighters', 'release']",California
82330,638784011092033538,2015-09-01,"['heres', 'governor', 'told', 'climatechange', 'drought']",District of Columbia
82347,638743371725570048,2015-09-01,"['georgia', 'firefighters', 'return', 'helping', 'battle', 'louisiana']",Georgia
82800,637742445325885440,2015-08-29,"['burning', 'cloud', 'skies', 'en', 'route', 'burning', 'man', 'bishop']",California
82944,637418768034099200,2015-08-29,"['heard', 'always', 'associate', 'w', 'take', 'r', 'accepting', 'monetary', 'donations']",Connecticut
83093,637016570506534912,2015-08-27,"['hmm', 'worse', 'climate', 'change', 'different']",Washington
83114,636983581689151488,2015-08-27,"['making', 'interesting', 'sunsets', 'summer']",California
83295,636631954314665984,2015-08-26,"['unfortunate', 'circumstance', 'severely', 'drought', 'ridden', 'state', 'however']",California
83459,636418293608411136,2015-08-26,"['fatherson', 'duos', 'battling', 'central']",New Jersey
83683,636208380336586752,2015-08-25,"['firefighters', 'forest', 'rangers', 'maine', 'returned', 'spent', 'days', 'fighting']",Maine
83719,636181380611727365,2015-08-25,"['calm', 'dangerous', 'conditions', 'loom']",California
83821,636117761182183424,2015-08-25,"['hung', 'prisoners', 'fight']",Alabama
83936,635945744747397122,2015-08-24,"['ask', 'comment', 'climate', 'topics', 'drought', 'global', 'climate', 'migration']",Massachusetts
83979,635904900803657728,2015-08-24,"['headlineswewouldlove', 'drought', 'californiadrought']",California
84006,635888166730379264,2015-08-24,"['heatrbreakingly', 'captivating', 'photos', 'californian']",England
84144,635838775424188417,2015-08-24,"['burning', 'marijuana', 'fields', 'get', 'high', 'unfortunately', 'fortunately', 'depending', 'perspective']",California
84168,635819627470262272,2015-08-24,"['climate', 'change', 'intensifies', 'drought', 'catastrophic', 'massive', 'tree', 'mortality']",California
84303,635644652427739136,2015-08-24,"['funny', 'everyone', 'oregon', 'freaking', 'bout', 'aint', 'shit', 'lol']",Oregon
84331,635607811012075520,2015-08-24,"['mountains', 'full', 'smoke', 'colorado', 'mountains']",Colorado
84333,635605775751249920,2015-08-24,['devastating'],New Jersey
84473,635479348414320641,2015-08-23,"['thinks', 'building', 'dams', 'solve', 'climate', 'change', 'would', 'prevented', 'notqualified']",District of Columbia
